PM10,PM25,TVOC,CO2,RISK
10,10,827,689,Very High
10,10,821,689,Very High
10,10,802,664,Very High
10,10,789,665,Very High
10,10,806,676,Very High
10,10,757,634,Very High
10,10,762,608,Very High
10,10,751,616,Very High
10,10,755,672,Very High
10,10,786,687,Very High
10,10,795,722,Very High
10,10,836,743,Very High
10,10,817,750,Very High
10,10,855,772,Very High
10,10,868,780,Very High
10,10,864,744,Very High
10,10,832,696,Very High
10,10,808,656,Very High
10,10,804,655,Very High
10,10,789,681,Very High
10,10,828,706,Very High
10,10,845,733,Very High
10,10,852,751,Very High
10,10,879,772,Very High
10,10,879,773,Very High
10,10,894,783,Very High
10,10,887,770,Very High
10,10,864,735,Very High
10,10,845,708,Very High
10,10,869,729,Very High
10,10,862,741,Very High
10,10,866,766,Very High
10,10,896,781,Very High
10,10,908,796,Very High
10,10,913,792,Very High
10,10,895,782,Very High
10,10,920,773,Very High
10,10,913,756,Very High
10,10,911,769,Very High
10,10,889,760,Very High
10,10,911,764,Very High
10,10,888,747,Very High
10,10,889,736,Very High
10,10,874,722,Very High
10,10,842,691,Very High
10,10,848,685,Very High
10,10,853,700,Very High
10,10,852,727,Very High
10,10,857,745,Very High
10,10,873,766,Very High
10,10,906,782,Very High
10,10,907,798,Very High
10,10,927,797,Very High
10,10,924,802,Very High
10,10,931,800,Very High
10,10,927,800,Very High
10,10,944,792,Very High
10,10,918,782,Very High
10,10,919,770,Very High
10,10,914,762,Very High
10,10,908,752,Very High
10,10,910,744,Very High
10,10,886,724,Very High
10,10,897,731,Very High
10,10,859,734,Very High
10,10,890,748,Very High
10,10,898,757,Very High
10,10,923,758,Very High
10,10,908,766,Very High
10,10,908,776,Very High
10,10,919,775,Very High
10,10,922,783,Very High
10,10,916,789,Very High
10,10,941,804,Very High
10,10,919,803,Very High
10,10,950,813,Very High
10,10,958,798,Very High
10,10,922,755,Very High
10,10,890,718,Very High
10,10,849,693,Very High
10,10,852,679,Very High
10,10,847,683,Very High
10,10,853,693,Very High
10,10,852,721,Very High
10,10,870,732,Very High
10,10,866,752,Very High
10,10,862,753,Very High
10,10,878,765,Very High
10,10,880,765,Very High
10,10,891,777,Very High
10,10,903,799,Very High
10,10,907,811,Very High
10,10,952,821,Very High
10,10,956,826,Very High
10,10,942,820,Very High
9,7,964,835,Very High
9,7,969,840,Very High
9,7,970,848,Very High
9,7,992,848,Very High
9,7,993,854,Very High
9,7,1005,861,Very High
9,7,1008,865,Very High
9,7,1045,868,Very High
9,7,1035,860,Very High
9,7,1017,845,Very High
9,7,1015,826,Very High
9,7,1012,811,Very High
9,7,984,798,Very High
9,7,973,780,Very High
9,7,950,775,Very High
9,7,971,794,Very High
9,7,979,801,Very High
9,7,973,798,Very High
9,7,979,805,Very High
9,7,984,815,Very High
9,7,976,808,Very High
9,7,981,810,Very High
9,7,980,817,Very High
9,7,993,836,Very High
9,7,999,836,Very High
9,7,999,844,Very High
9,7,989,839,Very High
9,7,1007,839,Very High
9,7,989,844,Very High
10,8,4,409,Low
10,8,10,409,Low
10,8,2,402,Low
10,8,1,400,Low
10,8,6,402,Low
10,8,7,401,Low
10,8,1,406,Low
10,8,3,409,Low
10,8,8,411,Low
10,8,9,408,Low
10,8,13,419,Low
10,8,7,414,Low
10,8,12,405,Low
10,8,7,400,Low
10,8,8,400,Low
10,8,6,400,Low
10,8,7,400,Low
10,8,8,400,Low
10,8,8,400,Low
10,8,3,400,Low
10,8,5,400,Low
10,8,1,405,Low
10,8,4,412,Low
10,8,2,405,Low
10,8,5,414,Low
10,8,10,415,Low
10,8,11,404,Low
10,8,7,402,Low
10,8,3,403,Low
10,8,4,400,Low
10,8,8,400,Low
10,8,10,400,Low
10,8,10,400,Low
10,8,4,400,Low
10,8,4,400,Low
10,8,4,400,Low
10,8,1,400,Low
10,8,6,400,Low
10,8,3,400,Low
10,8,0,401,Low
10,8,4,413,Low
10,8,0,403,Low
10,8,0,410,Low
10,8,4,400,Low
10,8,1,404,Low
10,8,0,400,Low
10,8,5,401,Low
10,8,0,400,Low
10,8,4,405,Low
10,8,7,415,Low
10,8,9,415,Low
10,8,5,412,Low
10,8,0,412,Low
10,8,6,410,Low
10,8,8,420,Low
10,8,7,410,Low
10,8,11,415,Low
10,8,7,412,Low
10,8,14,411,Low
10,8,8,401,Low
10,8,10,412,Low
10,8,11,415,Low
10,8,4,406,Low
10,8,6,414,Low
10,8,5,408,Low
10,8,7,418,Low
10,8,6,422,Low
10,8,6,413,Low
10,8,6,408,Low
10,8,4,400,Low
10,8,7,412,Low
10,8,11,418,Low
10,8,10,419,Low
10,8,0,414,Low
10,8,7,408,Low
10,8,6,414,Low
10,8,11,427,Low
10,8,15,429,Low
10,8,16,422,Low
10,8,9,417,Low
10,8,10,409,Low
10,8,11,406,Low
10,8,6,410,Low
10,8,11,404,Low
10,8,6,400,Low
10,8,7,407,Low
10,8,7,401,Low
10,8,5,401,Low
10,8,7,400,Low
10,8,4,400,Low
10,8,13,411,Low
10,8,6,418,Low
10,8,7,420,Low
10,8,6,424,Low
10,8,10,420,Low
10,8,12,428,Low
10,8,9,431,Low
10,8,11,430,Low
10,8,17,424,Low
10,8,16,424,Low
10,8,13,402,Low
10,8,12,418,Low
10,8,21,420,Low
10,8,20,432,Low
10,8,17,430,Low
10,8,15,445,Low
10,8,29,445,Low
10,8,21,439,Low
10,8,25,437,Low
10,8,23,427,Low
10,8,14,414,Low
10,8,23,416,Low
10,8,20,410,Low
10,8,18,410,Low
10,8,15,404,Low
10,8,12,407,Low
10,8,14,406,Low
10,8,10,409,Low
10,8,16,424,Low
10,8,11,419,Low
10,8,19,431,Low
10,8,13,420,Low
10,8,23,422,Low
10,8,14,423,Low
10,8,21,420,Low
10,8,19,416,Low
10,8,18,420,Low
10,8,21,428,Low
10,8,20,415,Low
10,8,14,408,Low
10,8,7,408,Low
10,8,14,412,Low
10,8,16,414,Low
10,8,17,421,Low
10,8,15,424,Low
10,8,17,416,Low
10,8,19,409,Low
10,8,15,408,Low
10,8,11,401,Low
10,8,7,400,Low
10,8,8,403,Low
10,8,8,400,Low
10,8,4,400,Low
10,8,8,405,Low
10,8,14,410,Low
10,8,4,408,Low
10,8,7,404,Low
10,8,9,405,Low
10,8,5,400,Low
10,8,7,409,Low
10,8,2,400,Low
10,8,10,415,Low
10,8,13,416,Low
10,8,14,432,Low
10,8,19,436,Low
10,8,11,425,Low
10,8,16,422,Low
10,8,12,414,Low
10,8,18,413,Low
10,8,17,416,Low
10,8,5,416,Low
10,8,12,416,Low
10,8,9,404,Low
10,8,10,407,Low
10,8,12,409,Low
10,8,14,414,Low
10,8,12,422,Low
10,8,13,433,Low
10,8,7,421,Low
10,8,15,423,Low
10,8,18,425,Low
10,8,13,408,Low
10,8,12,409,Low
10,8,14,402,Low
10,8,16,406,Low
10,8,14,406,Low
10,8,11,400,Low
10,8,11,406,Low
10,8,10,408,Low
10,8,10,416,Low
10,8,6,401,Low
10,8,4,406,Low
10,8,6,411,Low
10,8,11,408,Low
10,8,4,410,Low
10,8,8,411,Low
10,8,12,414,Low
10,8,13,417,Low
10,8,9,410,Low
10,8,11,414,Low
10,8,12,417,Low
10,8,10,422,Low
10,8,16,421,Low
10,8,18,422,Low
10,8,9,417,Low
10,8,11,420,Low
10,8,9,410,Low
10,8,11,413,Low
10,8,11,412,Low
10,8,10,412,Low
10,8,5,406,Low
10,8,17,420,Low
10,8,11,408,Low
10,8,15,416,Low
10,8,11,423,Low
10,8,15,425,Low
10,8,15,414,Low
10,8,9,409,Low
10,8,11,406,Low
10,8,12,400,Low
10,8,12,412,Low
10,8,6,400,Low
10,8,7,400,Low
10,8,9,410,Low
10,8,1,400,Low
10,8,8,407,Low
10,8,7,409,Low
10,8,12,410,Low
10,8,9,413,Low
10,8,12,417,Low
10,8,8,410,Low
10,8,9,404,Low
10,8,8,400,Low
10,8,11,409,Low
10,8,14,400,Low
10,8,0,400,Low
10,8,7,407,Low
10,8,2,400,Low
10,8,5,400,Low
10,8,1,400,Low
10,8,1,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,8,408,Low
10,8,3,409,Low
10,8,2,405,Low
10,8,7,411,Low
10,8,6,403,Low
10,8,6,409,Low
10,8,1,400,Low
10,8,0,406,Low
10,8,4,406,Low
10,8,3,407,Low
10,8,5,409,Low
10,8,0,400,Low
10,8,2,401,Low
10,8,2,401,Low
10,8,6,405,Low
10,8,3,414,Low
10,8,0,415,Low
10,8,3,413,Low
10,8,0,404,Low
10,8,0,409,Low
10,8,8,422,Low
10,8,10,420,Low
10,8,9,419,Low
10,8,7,412,Low
10,8,13,417,Low
10,8,17,416,Low
10,8,20,421,Low
10,8,13,408,Low
10,8,6,412,Low
10,8,14,421,Low
10,8,16,419,Low
10,8,13,417,Low
10,8,11,410,Low
10,8,22,408,Low
10,8,10,400,Low
10,8,12,410,Low
10,8,9,412,Low
10,8,12,414,Low
10,8,21,412,Low
10,8,18,408,Low
10,8,9,400,Low
10,8,10,401,Low
10,8,10,400,Low
10,8,13,403,Low
10,8,9,400,Low
10,8,10,402,Low
10,8,11,411,Low
10,8,10,417,Low
10,8,10,419,Low
10,8,10,414,Low
10,8,9,409,Low
10,8,7,406,Low
10,8,16,406,Low
10,8,10,402,Low
10,8,2,400,Low
10,8,9,410,Low
10,8,8,411,Low
10,8,18,412,Low
10,8,13,403,Low
10,8,8,401,Low
10,8,5,400,Low
10,8,6,402,Low
10,8,3,400,Low
10,8,13,412,Low
10,8,11,405,Low
10,8,7,407,Low
10,8,10,410,Low
10,8,8,400,Low
10,8,9,407,Low
10,8,9,406,Low
10,8,13,404,Low
10,8,12,412,Low
10,8,9,407,Low
10,8,11,412,Low
10,8,16,405,Low
10,8,3,401,Low
10,8,1,400,Low
10,8,4,400,Low
10,8,6,407,Low
10,8,9,402,Low
10,8,9,408,Low
10,8,14,405,Low
10,8,4,400,Low
10,8,5,400,Low
10,8,12,410,Low
10,8,8,400,Low
10,8,4,400,Low
10,8,6,400,Low
10,8,8,408,Low
10,8,7,405,Low
10,8,14,423,Low
10,8,7,412,Low
10,8,14,427,Low
10,8,11,434,Low
10,8,6,423,Low
10,8,15,416,Low
10,8,12,419,Low
10,8,17,412,Low
10,8,15,411,Low
10,8,10,400,Low
10,8,13,405,Low
10,8,17,404,Low
10,8,8,400,Low
10,8,16,400,Low
10,8,16,400,Low
10,8,8,407,Low
10,8,10,411,Low
10,8,9,406,Low
10,8,10,409,Low
10,8,10,411,Low
10,8,12,406,Low
10,8,5,409,Low
10,8,16,416,Low
10,8,12,411,Low
10,8,15,417,Low
10,8,12,412,Low
10,8,16,406,Low
10,8,6,400,Low
10,8,10,400,Low
10,8,11,418,Low
10,8,18,421,Low
10,8,18,426,Low
10,8,14,408,Low
10,8,14,402,Low
10,8,11,400,Low
10,8,10,404,Low
10,8,5,408,Low
10,8,7,403,Low
10,8,13,411,Low
10,8,10,400,Low
10,8,10,400,Low
10,8,13,400,Low
10,8,8,400,Low
10,8,5,400,Low
10,8,9,403,Low
10,8,9,403,Low
10,8,9,407,Low
10,8,9,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,13,409,Low
10,8,8,411,Low
10,8,13,404,Low
10,8,6,400,Low
10,8,11,400,Low
10,8,8,402,Low
10,8,18,412,Low
10,8,10,414,Low
10,8,13,414,Low
10,8,11,403,Low
10,8,16,406,Low
10,8,12,405,Low
10,8,13,400,Low
10,8,16,400,Low
10,8,9,400,Low
10,8,7,400,Low
10,8,10,400,Low
10,8,8,400,Low
10,8,11,400,Low
10,8,6,400,Low
10,8,10,400,Low
10,8,2,400,Low
10,8,1,400,Low
10,8,9,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,11,409,Low
10,8,11,406,Low
10,8,6,413,Low
10,8,12,422,Low
10,8,9,412,Low
10,8,11,409,Low
10,8,10,411,Low
10,8,13,411,Low
10,8,8,407,Low
10,8,13,410,Low
10,8,15,400,Low
10,8,11,400,Low
10,8,14,402,Low
10,8,16,403,Low
10,8,7,401,Low
10,8,7,400,Low
10,8,14,413,Low
10,8,9,401,Low
10,8,8,403,Low
10,8,9,402,Low
10,8,8,404,Low
10,8,11,412,Low
10,8,18,413,Low
10,8,12,401,Low
10,8,3,400,Low
10,8,13,400,Low
10,8,11,400,Low
10,8,9,400,Low
10,8,8,400,Low
10,8,11,400,Low
10,8,13,402,Low
10,8,12,400,Low
10,8,5,400,Low
10,8,11,403,Low
10,8,9,400,Low
10,8,13,400,Low
10,8,14,400,Low
10,8,6,400,Low
10,8,4,400,Low
10,8,7,403,Low
10,8,4,401,Low
10,8,10,414,Low
10,8,12,404,Low
10,8,4,400,Low
10,8,6,402,Low
10,8,5,400,Low
10,8,5,400,Low
10,8,8,404,Low
10,8,10,408,Low
10,8,5,405,Low
10,8,4,408,Low
10,8,14,401,Low
10,8,6,400,Low
10,8,5,400,Low
10,8,6,400,Low
10,8,7,402,Low
10,8,5,400,Low
10,8,6,400,Low
10,8,3,400,Low
10,8,1,400,Low
10,8,3,400,Low
10,8,6,400,Low
10,8,4,415,Low
10,8,9,417,Low
10,8,8,427,Low
10,8,6,425,Low
10,8,9,411,Low
10,8,10,411,Low
10,8,12,411,Low
10,8,10,411,Low
10,8,25,414,Low
10,8,17,402,Low
10,8,14,400,Low
10,8,14,400,Low
10,8,8,401,Low
10,8,11,404,Low
10,8,13,409,Low
10,8,11,405,Low
10,8,9,400,Low
10,8,10,405,Low
10,8,5,400,Low
10,8,14,407,Low
10,8,11,400,Low
10,8,13,402,Low
10,8,17,405,Low
10,8,12,400,Low
10,8,12,401,Low
10,8,6,400,Low
10,8,10,400,Low
10,8,14,400,Low
10,8,2,400,Low
10,8,2,400,Low
10,8,6,400,Low
10,8,7,400,Low
10,8,0,400,Low
10,8,1,400,Low
10,8,3,400,Low
10,8,3,400,Low
10,8,0,401,Low
10,8,4,402,Low
10,8,3,400,Low
10,8,3,400,Low
10,8,0,400,Low
10,8,4,400,Low
10,8,4,402,Low
10,8,11,415,Low
10,8,5,400,Low
10,8,5,409,Low
10,8,6,406,Low
10,8,6,412,Low
10,8,9,400,Low
10,8,2,400,Low
10,8,6,407,Low
10,8,5,400,Low
10,8,7,400,Low
10,8,3,400,Low
10,8,5,400,Low
10,8,1,404,Low
10,8,2,404,Low
10,8,7,411,Low
10,8,8,407,Low
10,8,10,408,Low
10,8,8,400,Low
10,8,14,412,Low
10,8,7,400,Low
10,8,10,400,Low
10,8,12,402,Low
10,8,8,400,Low
10,8,8,400,Low
10,8,4,400,Low
10,8,8,400,Low
10,8,0,400,Low
10,8,9,400,Low
10,8,6,400,Low
10,8,3,400,Low
10,8,0,400,Low
10,8,7,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,5,400,Low
10,8,0,400,Low
10,8,0,407,Low
10,8,9,413,Low
10,8,0,405,Low
10,8,3,403,Low
10,8,3,402,Low
10,8,4,407,Low
10,8,7,406,Low
10,8,5,400,Low
10,8,5,402,Low
10,8,3,400,Low
10,8,9,404,Low
10,8,2,400,Low
10,8,9,400,Low
10,8,16,417,Low
10,8,18,418,Low
10,8,14,415,Low
10,8,21,420,Low
10,8,20,426,Low
10,8,12,407,Low
10,8,18,410,Low
10,8,21,412,Low
10,8,21,403,Low
10,8,13,400,Low
10,8,11,400,Low
10,8,10,400,Low
10,8,7,400,Low
10,8,12,402,Low
10,8,10,400,Low
10,8,10,400,Low
10,8,6,400,Low
10,8,8,400,Low
10,8,6,400,Low
10,8,10,400,Low
10,8,11,400,Low
10,8,9,400,Low
10,8,9,400,Low
10,8,8,400,Low
10,8,6,400,Low
10,8,4,400,Low
10,8,5,400,Low
10,8,8,400,Low
10,8,2,400,Low
10,8,4,400,Low
10,8,6,402,Low
10,8,10,409,Low
10,8,3,402,Low
10,8,4,410,Low
10,8,6,409,Low
10,8,13,418,Low
10,8,15,422,Low
10,8,16,403,Low
10,8,8,400,Low
10,8,11,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,0,400,Low
10,8,7,400,Low
10,8,3,400,Low
10,8,8,400,Low
10,8,3,400,Low
10,8,0,400,Low
10,8,1,400,Low
10,8,7,404,Low
10,8,9,410,Low
10,8,7,411,Low
10,8,5,412,Low
10,8,12,421,Low
10,8,8,413,Low
10,8,12,412,Low
10,8,11,406,Low
10,8,10,400,Low
10,8,9,400,Low
10,8,6,400,Low
10,8,15,404,Low
10,8,7,400,Low
10,8,3,400,Low
10,8,7,400,Low
10,8,9,400,Low
10,8,0,400,Low
10,8,5,400,Low
10,8,0,400,Low
10,8,8,400,Low
10,8,6,400,Low
10,8,3,400,Low
10,8,6,404,Low
10,8,5,400,Low
10,8,7,400,Low
10,8,3,400,Low
10,8,9,404,Low
10,8,3,400,Low
10,8,1,400,Low
10,8,2,400,Low
10,8,4,410,Low
10,8,4,407,Low
10,8,5,404,Low
10,8,4,400,Low
10,8,4,400,Low
10,8,4,406,Low
10,8,6,403,Low
10,8,9,407,Low
10,8,7,400,Low
10,8,14,405,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,5,400,Low
10,8,1,400,Low
10,8,4,402,Low
10,8,3,402,Low
10,8,10,405,Low
10,8,12,400,Low
10,8,4,400,Low
10,8,7,400,Low
10,8,5,400,Low
10,8,13,419,Low
10,8,13,422,Low
10,8,2,418,Low
10,8,12,419,Low
10,8,13,408,Low
10,8,3,400,Low
10,8,5,408,Low
10,8,3,400,Low
10,8,8,400,Low
10,8,9,407,Low
10,8,11,409,Low
10,8,8,401,Low
10,8,9,400,Low
10,8,3,400,Low
10,8,7,400,Low
10,8,6,400,Low
10,8,2,400,Low
10,8,5,403,Low
10,8,6,400,Low
10,8,8,400,Low
10,8,11,400,Low
10,8,5,400,Low
10,8,6,402,Low
10,8,1,404,Low
10,8,9,401,Low
10,8,3,400,Low
10,8,3,400,Low
10,8,4,400,Low
10,8,7,405,Low
10,8,0,400,Low
10,8,3,400,Low
10,8,9,411,Low
10,8,4,402,Low
10,8,1,401,Low
10,8,8,400,Low
10,8,3,406,Low
10,8,0,404,Low
10,8,8,412,Low
10,8,11,413,Low
10,8,10,403,Low
10,8,6,405,Low
10,8,6,415,Low
10,8,13,423,Low
10,8,15,424,Low
10,8,14,433,Low
10,8,19,448,Low
10,8,17,438,Low
10,8,20,427,Low
10,8,20,412,Low
10,8,10,400,Low
10,8,11,400,Low
10,8,16,400,Low
10,8,6,400,Low
10,8,8,400,Low
10,8,8,400,Low
10,8,8,410,Low
10,8,12,406,Low
10,8,16,415,Low
10,8,16,412,Low
10,8,18,413,Low
10,8,18,411,Low
10,8,17,411,Low
10,8,18,417,Low
10,8,18,418,Low
10,8,14,408,Low
10,8,16,405,Low
10,8,20,412,Low
10,8,18,400,Low
10,8,14,400,Low
10,8,10,400,Low
10,8,12,400,Low
10,8,11,400,Low
10,8,8,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,17,401,Low
10,8,9,400,Low
10,8,12,400,Low
10,8,13,402,Low
10,8,16,410,Low
10,8,12,401,Low
10,8,4,402,Low
10,8,16,414,Low
10,8,8,407,Low
10,8,7,413,Low
10,8,14,414,Low
10,8,11,417,Low
10,8,14,408,Low
10,8,16,410,Low
10,8,9,406,Low
10,8,11,400,Low
10,8,11,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,2,400,Low
10,8,6,400,Low
10,8,7,400,Low
10,8,10,400,Low
10,8,10,400,Low
10,8,11,400,Low
10,8,5,400,Low
10,8,9,403,Low
10,8,9,400,Low
10,8,0,400,Low
10,8,2,400,Low
10,8,7,400,Low
10,8,5,400,Low
10,8,2,400,Low
10,8,9,405,Low
10,8,11,408,Low
10,8,6,402,Low
10,8,0,400,Low
10,8,6,405,Low
10,8,11,400,Low
10,8,5,400,Low
10,8,1,400,Low
10,8,5,405,Low
10,8,3,400,Low
10,8,6,408,Low
10,8,9,416,Low
10,8,5,412,Low
10,8,8,411,Low
10,8,11,406,Low
10,8,10,412,Low
10,8,15,408,Low
10,8,13,412,Low
10,8,12,409,Low
10,8,9,401,Low
10,8,11,400,Low
10,8,13,400,Low
10,8,5,400,Low
10,8,5,400,Low
10,8,10,400,Low
10,8,4,400,Low
10,8,9,400,Low
10,8,4,400,Low
10,8,6,400,Low
10,8,8,400,Low
10,8,6,400,Low
10,8,7,400,Low
10,8,6,402,Low
10,8,4,400,Low
10,8,5,403,Low
10,8,2,400,Low
10,8,3,400,Low
10,8,12,401,Low
10,8,5,400,Low
10,8,2,400,Low
10,8,4,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,4,400,Low
10,8,0,400,Low
10,8,2,400,Low
10,8,6,400,Low
10,8,5,400,Low
10,8,0,400,Low
10,8,3,400,Low
10,8,0,400,Low
10,8,6,405,Low
10,8,6,402,Low
10,8,3,406,Low
10,8,12,407,Low
10,8,6,411,Low
10,8,12,406,Low
10,8,7,401,Low
10,8,11,412,Low
10,8,10,407,Low
10,8,13,411,Low
10,8,15,409,Low
10,8,9,401,Low
10,8,18,403,Low
10,8,10,401,Low
10,8,9,400,Low
10,8,11,400,Low
10,8,13,400,Low
10,8,8,400,Low
10,8,12,400,Low
10,8,14,401,Low
10,8,10,400,Low
10,8,9,400,Low
10,8,13,400,Low
10,8,16,401,Low
10,8,10,400,Low
10,8,14,403,Low
10,8,11,400,Low
10,8,10,400,Low
10,8,10,400,Low
10,8,5,400,Low
10,8,7,400,Low
10,8,9,400,Low
10,8,5,400,Low
10,8,7,406,Low
10,8,5,400,Low
10,8,11,405,Low
10,8,14,406,Low
10,8,8,400,Low
10,8,6,400,Low
10,8,9,414,Low
10,8,21,429,Low
10,8,12,422,Low
10,8,16,418,Low
10,8,16,436,Low
10,8,17,438,Low
10,8,25,449,Low
10,8,33,459,Low
10,8,22,440,Low
10,8,29,426,Low
10,8,26,422,Low
10,8,34,426,Low
10,8,30,417,Low
10,8,22,400,Low
10,8,17,400,Low
10,8,16,400,Low
10,8,20,400,Low
10,8,17,400,Low
10,8,14,400,Low
10,8,16,400,Low
10,8,10,400,Low
10,8,15,400,Low
10,8,12,400,Low
10,8,19,400,Low
10,8,15,400,Low
10,8,11,400,Low
10,8,12,400,Low
10,8,13,404,Low
10,8,11,400,Low
10,8,13,406,Low
10,8,13,405,Low
10,8,14,400,Low
10,8,12,400,Low
10,8,11,400,Low
10,8,17,400,Low
10,8,17,400,Low
10,8,13,400,Low
10,8,9,400,Low
10,8,15,400,Low
10,8,13,400,Low
10,8,8,400,Low
10,8,2,400,Low
10,8,3,400,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,6,400,Low
10,8,3,400,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,5,400,Low
10,8,13,400,Low
10,8,7,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,7,400,Low
10,8,8,400,Low
10,8,4,400,Low
10,8,3,400,Low
10,8,6,400,Low
10,8,8,400,Low
10,8,1,400,Low
10,8,11,404,Low
10,8,6,400,Low
10,8,3,400,Low
10,8,7,400,Low
10,8,9,400,Low
10,8,0,400,Low
10,8,6,400,Low
10,8,10,400,Low
10,8,4,400,Low
10,8,5,400,Low
10,8,3,400,Low
10,8,8,403,Low
10,8,3,406,Low
10,8,8,412,Low
10,8,9,413,Low
10,8,12,412,Low
10,8,11,404,Low
10,8,9,407,Low
10,8,6,400,Low
10,8,13,400,Low
10,8,10,404,Low
10,8,10,401,Low
10,8,12,406,Low
10,8,10,409,Low
10,8,11,407,Low
10,8,14,402,Low
10,8,10,400,Low
10,8,10,400,Low
10,8,7,400,Low
10,8,3,400,Low
10,8,2,400,Low
10,8,3,400,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,3,400,Low
10,8,5,400,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,2,400,Low
10,8,2,400,Low
10,8,3,400,Low
10,8,0,400,Low
10,8,5,400,Low
10,8,5,400,Low
10,8,6,400,Low
10,8,5,400,Low
10,8,7,400,Low
10,8,5,400,Low
10,8,3,415,Low
10,8,4,416,Low
10,8,12,416,Low
10,8,10,410,Low
10,8,8,408,Low
10,8,12,400,Low
10,8,8,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,7,400,Low
10,8,10,400,Low
10,8,5,400,Low
10,8,5,400,Low
10,8,7,400,Low
10,8,3,400,Low
10,8,8,400,Low
10,8,13,408,Low
10,8,10,403,Low
10,8,5,400,Low
10,8,7,410,Low
10,8,8,406,Low
10,8,10,404,Low
10,8,12,402,Low
10,8,9,400,Low
10,8,5,400,Low
10,8,8,400,Low
10,8,11,407,Low
10,8,10,401,Low
10,8,10,400,Low
10,8,9,400,Low
10,8,11,402,Low
10,8,9,404,Low
10,8,11,400,Low
10,8,7,408,Low
10,8,17,408,Low
10,8,3,400,Low
10,8,9,400,Low
10,8,4,400,Low
10,8,9,400,Low
10,8,4,400,Low
10,8,7,400,Low
10,8,9,400,Low
10,8,1,400,Low
10,8,3,400,Low
10,8,5,400,Low
10,8,11,404,Low
10,8,9,400,Low
10,8,2,400,Low
10,8,7,400,Low
10,8,7,405,Low
10,8,6,400,Low
10,8,1,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,2,400,Low
10,8,1,400,Low
10,8,7,400,Low
10,8,0,400,Low
10,8,7,400,Low
10,8,0,400,Low
10,8,7,400,Low
10,8,1,400,Low
10,8,2,400,Low
10,8,0,400,Low
10,8,2,400,Low
10,8,1,400,Low
10,8,1,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,1,400,Low
10,8,4,401,Low
10,8,4,403,Low
10,8,13,415,Low
10,8,7,408,Low
10,8,8,412,Low
10,8,9,402,Low
10,8,10,400,Low
10,8,5,400,Low
10,8,3,400,Low
10,8,2,401,Low
10,8,7,408,Low
10,8,9,400,Low
10,8,4,403,Low
10,8,11,400,Low
10,8,4,400,Low
10,8,6,400,Low
10,8,0,400,Low
10,8,3,400,Low
10,8,4,400,Low
10,8,4,400,Low
10,8,5,400,Low
10,8,4,400,Low
10,8,5,405,Low
10,8,1,400,Low
10,8,11,411,Low
10,8,8,400,Low
10,8,11,411,Low
10,8,8,418,Low
10,8,14,431,Low
10,8,18,422,Low
10,8,12,414,Low
10,8,12,413,Low
10,8,16,412,Low
10,8,18,413,Low
10,8,12,407,Low
10,8,17,409,Low
10,8,12,408,Low
10,8,17,400,Low
10,8,19,400,Low
10,8,14,400,Low
10,8,14,400,Low
10,8,15,408,Low
10,8,14,410,Low
10,8,14,400,Low
10,8,9,400,Low
10,8,3,400,Low
10,8,6,400,Low
10,8,8,400,Low
10,8,7,400,Low
10,8,9,400,Low
10,8,6,400,Low
10,8,10,400,Low
10,8,0,400,Low
10,8,0,400,Low
10,8,2,400,Low
10,8,0,400,Low
10,8,3,400,Low
10,8,0,400,Low
10,8,8,405,Low
10,8,3,400,Low
10,8,2,400,Low
10,8,10,401,Low
10,8,13,406,Low
10,8,15,412,Low
10,8,12,405,Low
10,8,13,400,Low
10,8,2,400,Low
10,8,2,400,Low
10,8,6,400,Low
10,8,4,400,Low
10,8,2,400,Low
10,8,5,400,Low
10,8,19,410,Low
10,8,8,400,Low
10,8,0,400,Low
10,8,6,400,Low
10,8,5,400,Low
10,8,3,400,Low
10,8,4,400,Low
10,8,4,400,Low
10,8,2,400,Low
10,8,0,400,Low
10,8,6,400,Low
10,8,8,404,Low
10,8,2,405,Low
10,8,7,408,Low
10,8,4,408,Low
10,8,11,407,Low
10,8,5,403,Low
10,8,3,400,Low
10,8,7,400,Low
10,8,2,400,Low
10,8,10,403,Low
10,8,1,400,Low
10,8,4,404,Low
10,8,3,401,Low
10,8,6,405,Low
10,8,3,400,Low
